,buying_price,maintanence,doors,persons,lug_boot,safety,class
77,3,3,2,2,0,1,2
78,3,3,2,2,0,2,2
79,3,3,2,2,0,0,2
80,3,3,3,0,2,1,2
81,3,3,3,0,2,2,2
82,3,3,3,0,2,0,2
83,3,3,3,0,1,1,2
84,3,3,3,0,1,2,2
85,3,3,3,0,1,0,2
86,3,3,3,0,0,1,2
87,3,3,3,0,0,2,2
88,3,3,3,0,0,0,2
89,3,3,3,1,2,1,2
90,3,3,3,1,2,2,2
91,3,3,3,1,2,0,2
92,3,3,3,1,1,1,2
93,3,3,3,1,1,2,2
94,3,3,3,1,1,0,2
95,3,3,3,1,0,1,2
96,3,3,3,1,0,2,2
97,3,3,3,1,0,0,2
98,3,3,3,2,2,1,2
99,3,3,3,2,2,2,2
100,3,3,3,2,2,0,2
101,3,3,3,2,1,1,2
102,3,3,3,2,1,2,2
103,3,3,3,2,1,0,2
104,3,3,3,2,0,1,2
105,3,3,3,2,0,2,2
106,3,3,3,2,0,0,2
107,3,0,0,0,2,1,2
108,3,0,0,0,2,2,2
109,3,0,0,0,2,0,2
110,3,0,0,0,1,1,2
111,3,0,0,0,1,2,2
112,3,0,0,0,1,0,2
113,3,0,0,0,0,1,2
114,3,0,0,0,0,2,2
115,3,0,0,0,0,0,2
116,3,0,0,1,2,1,2
117,3,0,0,1,2,2,2
118,3,0,0,1,2,0,2
119,3,0,0,1,1,1,2
120,3,0,0,1,1,2,2
121,3,0,0,1,1,0,2
122,3,0,0,1,0,1,2
123,3,0,0,1,0,2,2
124,3,0,0,1,0,0,2
125,3,0,0,2,2,1,2
126,3,0,0,2,2,2,2
127,3,0,0,2,2,0,2
128,3,0,0,2,1,1,2
129,3,0,0,2,1,2,2
130,3,0,0,2,1,0,2
131,3,0,0,2,0,1,2
132,3,0,0,2,0,2,2
133,3,0,0,2,0,0,2
134,3,0,1,0,2,1,2
135,3,0,1,0,2,2,2
136,3,0,1,0,2,0,2
137,3,0,1,0,1,1,2
138,3,0,1,0,1,2,2
139,3,0,1,0,1,0,2
140,3,0,1,0,0,1,2
141,3,0,1,0,0,2,2
142,3,0,1,0,0,0,2
143,3,0,1,1,2,1,2
144,3,0,1,1,2,2,2
145,3,0,1,1,2,0,2
146,3,0,1,1,1,1,2
147,3,0,1,1,1,2,2
148,3,0,1,1,1,0,2
149,3,0,1,1,0,1,2
150,3,0,1,1,0,2,2
151,3,0,1,1,0,0,2
152,3,0,1,2,2,1,2
153,3,0,1,2,2,2,2
154,3,0,1,2,2,0,2
155,3,0,1,2,1,1,2
156,3,0,1,2,1,2,2
157,3,0,1,2,1,0,2
158,3,0,1,2,0,1,2
159,3,0,1,2,0,2,2
160,3,0,1,2,0,0,2
161,3,0,2,0,2,1,2
162,3,0,2,0,2,2,2
163,3,0,2,0,2,0,2
164,3,0,2,0,1,1,2
165,3,0,2,0,1,2,2
166,3,0,2,0,1,0,2
167,3,0,2,0,0,1,2
168,3,0,2,0,0,2,2
169,3,0,2,0,0,0,2
170,3,0,2,1,2,1,2
171,3,0,2,1,2,2,2
172,3,0,2,1,2,0,2
173,3,0,2,1,1,1,2
174,3,0,2,1,1,2,2
175,3,0,2,1,1,0,2
176,3,0,2,1,0,1,2
177,3,0,2,1,0,2,2
178,3,0,2,1,0,0,2
179,3,0,2,2,2,1,2
180,3,0,2,2,2,2,2
181,3,0,2,2,2,0,2
182,3,0,2,2,1,1,2
183,3,0,2,2,1,2,2
184,3,0,2,2,1,0,2
185,3,0,2,2,0,1,2
186,3,0,2,2,0,2,2
187,3,0,2,2,0,0,2
188,3,0,3,0,2,1,2
189,3,0,3,0,2,2,2
190,3,0,3,0,2,0,2
191,3,0,3,0,1,1,2
192,3,0,3,0,1,2,2
193,3,0,3,0,1,0,2
194,3,0,3,0,0,1,2
195,3,0,3,0,0,2,2
196,3,0,3,0,0,0,2
197,3,0,3,1,2,1,2
198,3,0,3,1,2,2,2
199,3,0,3,1,2,0,2
200,3,0,3,1,1,1,2
201,3,0,3,1,1,2,2
202,3,0,3,1,1,0,2
203,3,0,3,1,0,1,2
204,3,0,3,1,0,2,2
205,3,0,3,1,0,0,2
206,3,0,3,2,2,1,2
207,3,0,3,2,2,2,2
208,3,0,3,2,2,0,2
209,3,0,3,2,1,1,2
210,3,0,3,2,1,2,2
211,3,0,3,2,1,0,2
212,3,0,3,2,0,1,2
213,3,0,3,2,0,2,2
214,3,0,3,2,0,0,2
215,3,2,0,0,2,1,2
216,3,2,0,0,2,2,2
217,3,2,0,0,2,0,2
218,3,2,0,0,1,1,2
219,3,2,0,0,1,2,2
220,3,2,0,0,1,0,2
221,3,2,0,0,0,1,2
222,3,2,0,0,0,2,2
223,3,2,0,0,0,0,2
224,3,2,0,1,2,1,2
225,3,2,0,1,2,2,2
226,3,2,0,1,2,0,0
227,3,2,0,1,1,1,2
228,3,2,0,1,1,2,2
229,3,2,0,1,1,0,0
230,3,2,0,1,0,1,2
231,3,2,0,1,0,2,0
232,3,2,0,1,0,0,0
233,3,2,0,2,2,1,2
234,3,2,0,2,2,2,2
235,3,2,0,2,2,0,2
236,3,2,0,2,1,1,2
237,3,2,0,2,1,2,2
238,3,2,0,2,1,0,0
239,3,2,0,2,0,1,2
240,3,2,0,2,0,2,0
241,3,2,0,2,0,0,0
242,3,2,1,0,2,1,2
243,3,2,1,0,2,2,2
244,3,2,1,0,2,0,2
245,3,2,1,0,1,1,2
246,3,2,1,0,1,2,2
247,3,2,1,0,1,0,2
248,3,2,1,0,0,1,2
249,3,2,1,0,0,2,2
250,3,2,1,0,0,0,2
251,3,2,1,1,2,1,2
252,3,2,1,1,2,2,2
253,3,2,1,1,2,0,0
254,3,2,1,1,1,1,2
255,3,2,1,1,1,2,2
256,3,2,1,1,1,0,0
257,3,2,1,1,0,1,2
258,3,2,1,1,0,2,0
259,3,2,1,1,0,0,0
260,3,2,1,2,2,1,2
261,3,2,1,2,2,2,2
262,3,2,1,2,2,0,0
263,3,2,1,2,1,1,2
264,3,2,1,2,1,2,0
265,3,2,1,2,1,0,0
266,3,2,1,2,0,1,2
267,3,2,1,2,0,2,0
268,3,2,1,2,0,0,0
269,3,2,2,0,2,1,2
270,3,2,2,0,2,2,2
271,3,2,2,0,2,0,2
272,3,2,2,0,1,1,2
273,3,2,2,0,1,2,2
274,3,2,2,0,1,0,2
275,3,2,2,0,0,1,2
276,3,2,2,0,0,2,2
277,3,2,2,0,0,0,2
278,3,2,2,1,2,1,2
279,3,2,2,1,2,2,2
280,3,2,2,1,2,0,0
281,3,2,2,1,1,1,2
282,3,2,2,1,1,2,0
283,3,2,2,1,1,0,0
284,3,2,2,1,0,1,2
285,3,2,2,1,0,2,0
286,3,2,2,1,0,0,0
287,3,2,2,2,2,1,2
288,3,2,2,2,2,2,2
289,3,2,2,2,2,0,0
290,3,2,2,2,1,1,2
291,3,2,2,2,1,2,0
292,3,2,2,2,1,0,0
293,3,2,2,2,0,1,2
294,3,2,2,2,0,2,0
295,3,2,2,2,0,0,0
296,3,2,3,0,2,1,2
297,3,2,3,0,2,2,2
298,3,2,3,0,2,0,2
299,3,2,3,0,1,1,2
300,3,2,3,0,1,2,2
301,3,2,3,0,1,0,2
302,3,2,3,0,0,1,2
303,3,2,3,0,0,2,2
304,3,2,3,0,0,0,2
305,3,2,3,1,2,1,2
306,3,2,3,1,2,2,2
307,3,2,3,1,2,0,0
308,3,2,3,1,1,1,2
309,3,2,3,1,1,2,0
310,3,2,3,1,1,0,0
311,3,2,3,1,0,1,2
312,3,2,3,1,0,2,0
313,3,2,3,1,0,0,0
314,3,2,3,2,2,1,2
315,3,2,3,2,2,2,2
316,3,2,3,2,2,0,0
317,3,2,3,2,1,1,2
318,3,2,3,2,1,2,0
319,3,2,3,2,1,0,0
320,3,2,3,2,0,1,2
321,3,2,3,2,0,2,0
322,3,2,3,2,0,0,0
323,3,1,0,0,2,1,2
324,3,1,0,0,2,2,2
325,3,1,0,0,2,0,2
326,3,1,0,0,1,1,2
327,3,1,0,0,1,2,2
328,3,1,0,0,1,0,2
329,3,1,0,0,0,1,2
330,3,1,0,0,0,2,2
331,3,1,0,0,0,0,2
332,3,1,0,1,2,1,2
333,3,1,0,1,2,2,2
334,3,1,0,1,2,0,0
335,3,1,0,1,1,1,2
336,3,1,0,1,1,2,2
337,3,1,0,1,1,0,0
338,3,1,0,1,0,1,2
339,3,1,0,1,0,2,0
340,3,1,0,1,0,0,0
341,3,1,0,2,2,1,2
342,3,1,0,2,2,2,2
343,3,1,0,2,2,0,2
344,3,1,0,2,1,1,2
345,3,1,0,2,1,2,2
346,3,1,0,2,1,0,0
347,3,1,0,2,0,1,2
348,3,1,0,2,0,2,0
349,3,1,0,2,0,0,0
350,3,1,1,0,2,1,2
351,3,1,1,0,2,2,2
352,3,1,1,0,2,0,2
353,3,1,1,0,1,1,2
354,3,1,1,0,1,2,2
355,3,1,1,0,1,0,2
356,3,1,1,0,0,1,2
357,3,1,1,0,0,2,2
358,3,1,1,0,0,0,2
359,3,1,1,1,2,1,2
360,3,1,1,1,2,2,2
361,3,1,1,1,2,0,0
362,3,1,1,1,1,1,2
363,3,1,1,1,1,2,2
364,3,1,1,1,1,0,0
365,3,1,1,1,0,1,2
366,3,1,1,1,0,2,0
367,3,1,1,1,0,0,0
368,3,1,1,2,2,1,2
369,3,1,1,2,2,2,2
370,3,1,1,2,2,0,0
371,3,1,1,2,1,1,2
372,3,1,1,2,1,2,0
373,3,1,1,2,1,0,0
374,3,1,1,2,0,1,2
375,3,1,1,2,0,2,0
376,3,1,1,2,0,0,0
377,3,1,2,0,2,1,2
378,3,1,2,0,2,2,2
379,3,1,2,0,2,0,2
380,3,1,2,0,1,1,2
381,3,1,2,0,1,2,2
382,3,1,2,0,1,0,2
383,3,1,2,0,0,1,2
384,3,1,2,0,0,2,2
385,3,1,2,0,0,0,2
386,3,1,2,1,2,1,2
387,3,1,2,1,2,2,2
388,3,1,2,1,2,0,0
389,3,1,2,1,1,1,2
390,3,1,2,1,1,2,0
391,3,1,2,1,1,0,0
392,3,1,2,1,0,1,2
393,3,1,2,1,0,2,0
394,3,1,2,1,0,0,0
395,3,1,2,2,2,1,2
396,3,1,2,2,2,2,2
397,3,1,2,2,2,0,0
398,3,1,2,2,1,1,2
399,3,1,2,2,1,2,0
400,3,1,2,2,1,0,0
401,3,1,2,2,0,1,2
402,3,1,2,2,0,2,0
403,3,1,2,2,0,0,0
404,3,1,3,0,2,1,2
405,3,1,3,0,2,2,2
406,3,1,3,0,2,0,2
407,3,1,3,0,1,1,2
408,3,1,3,0,1,2,2
409,3,1,3,0,1,0,2
410,3,1,3,0,0,1,2
411,3,1,3,0,0,2,2
412,3,1,3,0,0,0,2
413,3,1,3,1,2,1,2
414,3,1,3,1,2,2,2
415,3,1,3,1,2,0,0
416,3,1,3,1,1,1,2
417,3,1,3,1,1,2,0
418,3,1,3,1,1,0,0
419,3,1,3,1,0,1,2
420,3,1,3,1,0,2,0
421,3,1,3,1,0,0,0
422,3,1,3,2,2,1,2
423,3,1,3,2,2,2,2
424,3,1,3,2,2,0,0
425,3,1,3,2,1,1,2
426,3,1,3,2,1,2,0
427,3,1,3,2,1,0,0
428,3,1,3,2,0,1,2
429,3,1,3,2,0,2,0
430,3,1,3,2,0,0,0
431,0,3,0,0,2,1,2
432,0,3,0,0,2,2,2
433,0,3,0,0,2,0,2
434,0,3,0,0,1,1,2
435,0,3,0,0,1,2,2
436,0,3,0,0,1,0,2
437,0,3,0,0,0,1,2
438,0,3,0,0,0,2,2
439,0,3,0,0,0,0,2
440,0,3,0,1,2,1,2
441,0,3,0,1,2,2,2
442,0,3,0,1,2,0,2
443,0,3,0,1,1,1,2
444,0,3,0,1,1,2,2
445,0,3,0,1,1,0,2
446,0,3,0,1,0,1,2
447,0,3,0,1,0,2,2
448,0,3,0,1,0,0,2
449,0,3,0,2,2,1,2
450,0,3,0,2,2,2,2
451,0,3,0,2,2,0,2
452,0,3,0,2,1,1,2
453,0,3,0,2,1,2,2
454,0,3,0,2,1,0,2
455,0,3,0,2,0,1,2
456,0,3,0,2,0,2,2
457,0,3,0,2,0,0,2
458,0,3,1,0,2,1,2
459,0,3,1,0,2,2,2
460,0,3,1,0,2,0,2
461,0,3,1,0,1,1,2
462,0,3,1,0,1,2,2
463,0,3,1,0,1,0,2
464,0,3,1,0,0,1,2
465,0,3,1,0,0,2,2
466,0,3,1,0,0,0,2
467,0,3,1,1,2,1,2
468,0,3,1,1,2,2,2
469,0,3,1,1,2,0,2
470,0,3,1,1,1,1,2
471,0,3,1,1,1,2,2
472,0,3,1,1,1,0,2
473,0,3,1,1,0,1,2
474,0,3,1,1,0,2,2
475,0,3,1,1,0,0,2
476,0,3,1,2,2,1,2
477,0,3,1,2,2,2,2
478,0,3,1,2,2,0,2
479,0,3,1,2,1,1,2
480,0,3,1,2,1,2,2
481,0,3,1,2,1,0,2
482,0,3,1,2,0,1,2
483,0,3,1,2,0,2,2
484,0,3,1,2,0,0,2
485,0,3,2,0,2,1,2
486,0,3,2,0,2,2,2
487,0,3,2,0,2,0,2
488,0,3,2,0,1,1,2
489,0,3,2,0,1,2,2
490,0,3,2,0,1,0,2
491,0,3,2,0,0,1,2
492,0,3,2,0,0,2,2
493,0,3,2,0,0,0,2
494,0,3,2,1,2,1,2
495,0,3,2,1,2,2,2
496,0,3,2,1,2,0,2
497,0,3,2,1,1,1,2
498,0,3,2,1,1,2,2
499,0,3,2,1,1,0,2
500,0,3,2,1,0,1,2
501,0,3,2,1,0,2,2
502,0,3,2,1,0,0,2
503,0,3,2,2,2,1,2
504,0,3,2,2,2,2,2
505,0,3,2,2,2,0,2
506,0,3,2,2,1,1,2
507,0,3,2,2,1,2,2
508,0,3,2,2,1,0,2
509,0,3,2,2,0,1,2
510,0,3,2,2,0,2,2
511,0,3,2,2,0,0,2
512,0,3,3,0,2,1,2
513,0,3,3,0,2,2,2
514,0,3,3,0,2,0,2
515,0,3,3,0,1,1,2
516,0,3,3,0,1,2,2
517,0,3,3,0,1,0,2
518,0,3,3,0,0,1,2
519,0,3,3,0,0,2,2
520,0,3,3,0,0,0,2
521,0,3,3,1,2,1,2
522,0,3,3,1,2,2,2
523,0,3,3,1,2,0,2
524,0,3,3,1,1,1,2
525,0,3,3,1,1,2,2
526,0,3,3,1,1,0,2
527,0,3,3,1,0,1,2
528,0,3,3,1,0,2,2
529,0,3,3,1,0,0,2
530,0,3,3,2,2,1,2
531,0,3,3,2,2,2,2
532,0,3,3,2,2,0,2
533,0,3,3,2,1,1,2
534,0,3,3,2,1,2,2
535,0,3,3,2,1,0,2
536,0,3,3,2,0,1,2
537,0,3,3,2,0,2,2
538,0,3,3,2,0,0,2
539,0,0,0,0,2,1,2
540,0,0,0,0,2,2,2
541,0,0,0,0,2,0,2
542,0,0,0,0,1,1,2
543,0,0,0,0,1,2,2
544,0,0,0,0,1,0,2
545,0,0,0,0,0,1,2
546,0,0,0,0,0,2,2
547,0,0,0,0,0,0,2
548,0,0,0,1,2,1,2
549,0,0,0,1,2,2,2
550,0,0,0,1,2,0,0
551,0,0,0,1,1,1,2
552,0,0,0,1,1,2,2
553,0,0,0,1,1,0,0
554,0,0,0,1,0,1,2
555,0,0,0,1,0,2,0
556,0,0,0,1,0,0,0
557,0,0,0,2,2,1,2
558,0,0,0,2,2,2,2
559,0,0,0,2,2,0,2
560,0,0,0,2,1,1,2
561,0,0,0,2,1,2,2
562,0,0,0,2,1,0,0
563,0,0,0,2,0,1,2
564,0,0,0,2,0,2,0
565,0,0,0,2,0,0,0
566,0,0,1,0,2,1,2
567,0,0,1,0,2,2,2
568,0,0,1,0,2,0,2
569,0,0,1,0,1,1,2
570,0,0,1,0,1,2,2
571,0,0,1,0,1,0,2
572,0,0,1,0,0,1,2
573,0,0,1,0,0,2,2
574,0,0,1,0,0,0,2
575,0,0,1,1,2,1,2
576,0,0,1,1,2,2,2
577,0,0,1,1,2,0,0
578,0,0,1,1,1,1,2
579,0,0,1,1,1,2,2
580,0,0,1,1,1,0,0
581,0,0,1,1,0,1,2
582,0,0,1,1,0,2,0
583,0,0,1,1,0,0,0
584,0,0,1,2,2,1,2
585,0,0,1,2,2,2,2
586,0,0,1,2,2,0,0
587,0,0,1,2,1,1,2
588,0,0,1,2,1,2,0
589,0,0,1,2,1,0,0
590,0,0,1,2,0,1,2
591,0,0,1,2,0,2,0
592,0,0,1,2,0,0,0
593,0,0,2,0,2,1,2
594,0,0,2,0,2,2,2
595,0,0,2,0,2,0,2
596,0,0,2,0,1,1,2
597,0,0,2,0,1,2,2
598,0,0,2,0,1,0,2
599,0,0,2,0,0,1,2
600,0,0,2,0,0,2,2
601,0,0,2,0,0,0,2
602,0,0,2,1,2,1,2
603,0,0,2,1,2,2,2
604,0,0,2,1,2,0,0
605,0,0,2,1,1,1,2
606,0,0,2,1,1,2,0
607,0,0,2,1,1,0,0
608,0,0,2,1,0,1,2
609,0,0,2,1,0,2,0
610,0,0,2,1,0,0,0
611,0,0,2,2,2,1,2
612,0,0,2,2,2,2,2
613,0,0,2,2,2,0,0
614,0,0,2,2,1,1,2
615,0,0,2,2,1,2,0
616,0,0,2,2,1,0,0
617,0,0,2,2,0,1,2
618,0,0,2,2,0,2,0
619,0,0,2,2,0,0,0
620,0,0,3,0,2,1,2
621,0,0,3,0,2,2,2
622,0,0,3,0,2,0,2
623,0,0,3,0,1,1,2
624,0,0,3,0,1,2,2
625,0,0,3,0,1,0,2
626,0,0,3,0,0,1,2
627,0,0,3,0,0,2,2
628,0,0,3,0,0,0,2
629,0,0,3,1,2,1,2
630,0,0,3,1,2,2,2
631,0,0,3,1,2,0,0
632,0,0,3,1,1,1,2
633,0,0,3,1,1,2,0
634,0,0,3,1,1,0,0
635,0,0,3,1,0,1,2
636,0,0,3,1,0,2,0
637,0,0,3,1,0,0,0
638,0,0,3,2,2,1,2
639,0,0,3,2,2,2,2
640,0,0,3,2,2,0,0
641,0,0,3,2,1,1,2
642,0,0,3,2,1,2,0
643,0,0,3,2,1,0,0
644,0,0,3,2,0,1,2
645,0,0,3,2,0,2,0
646,0,0,3,2,0,0,0
647,0,2,0,0,2,1,2
648,0,2,0,0,2,2,2
649,0,2,0,0,2,0,2
650,0,2,0,0,1,1,2
651,0,2,0,0,1,2,2
652,0,2,0,0,1,0,2
653,0,2,0,0,0,1,2
654,0,2,0,0,0,2,2
655,0,2,0,0,0,0,2
656,0,2,0,1,2,1,2
657,0,2,0,1,2,2,2
658,0,2,0,1,2,0,0
659,0,2,0,1,1,1,2
660,0,2,0,1,1,2,2
661,0,2,0,1,1,0,0
662,0,2,0,1,0,1,2
663,0,2,0,1,0,2,0
664,0,2,0,1,0,0,0
665,0,2,0,2,2,1,2
666,0,2,0,2,2,2,2
667,0,2,0,2,2,0,2
668,0,2,0,2,1,1,2
669,0,2,0,2,1,2,2
670,0,2,0,2,1,0,0
671,0,2,0,2,0,1,2
672,0,2,0,2,0,2,0
673,0,2,0,2,0,0,0
674,0,2,1,0,2,1,2
675,0,2,1,0,2,2,2
676,0,2,1,0,2,0,2
677,0,2,1,0,1,1,2
678,0,2,1,0,1,2,2
679,0,2,1,0,1,0,2
680,0,2,1,0,0,1,2
681,0,2,1,0,0,2,2
682,0,2,1,0,0,0,2
683,0,2,1,1,2,1,2
684,0,2,1,1,2,2,2
685,0,2,1,1,2,0,0
686,0,2,1,1,1,1,2
687,0,2,1,1,1,2,2
688,0,2,1,1,1,0,0
689,0,2,1,1,0,1,2
690,0,2,1,1,0,2,0
691,0,2,1,1,0,0,0
692,0,2,1,2,2,1,2
693,0,2,1,2,2,2,2
694,0,2,1,2,2,0,0
695,0,2,1,2,1,1,2
696,0,2,1,2,1,2,0
697,0,2,1,2,1,0,0
698,0,2,1,2,0,1,2
699,0,2,1,2,0,2,0
700,0,2,1,2,0,0,0
701,0,2,2,0,2,1,2
702,0,2,2,0,2,2,2
703,0,2,2,0,2,0,2
704,0,2,2,0,1,1,2
705,0,2,2,0,1,2,2
706,0,2,2,0,1,0,2
707,0,2,2,0,0,1,2
708,0,2,2,0,0,2,2
709,0,2,2,0,0,0,2
710,0,2,2,1,2,1,2
711,0,2,2,1,2,2,2
712,0,2,2,1,2,0,0
713,0,2,2,1,1,1,2
714,0,2,2,1,1,2,0
715,0,2,2,1,1,0,0
716,0,2,2,1,0,1,2
717,0,2,2,1,0,2,0
718,0,2,2,1,0,0,0
719,0,2,2,2,2,1,2
720,0,2,2,2,2,2,2
721,0,2,2,2,2,0,0
722,0,2,2,2,1,1,2
723,0,2,2,2,1,2,0
724,0,2,2,2,1,0,0
725,0,2,2,2,0,1,2
726,0,2,2,2,0,2,0
727,0,2,2,2,0,0,0
728,0,2,3,0,2,1,2
729,0,2,3,0,2,2,2
730,0,2,3,0,2,0,2
731,0,2,3,0,1,1,2
732,0,2,3,0,1,2,2
733,0,2,3,0,1,0,2
734,0,2,3,0,0,1,2
735,0,2,3,0,0,2,2
736,0,2,3,0,0,0,2
737,0,2,3,1,2,1,2
738,0,2,3,1,2,2,2
739,0,2,3,1,2,0,0
740,0,2,3,1,1,1,2
741,0,2,3,1,1,2,0
742,0,2,3,1,1,0,0
743,0,2,3,1,0,1,2
744,0,2,3,1,0,2,0
745,0,2,3,1,0,0,0
746,0,2,3,2,2,1,2
747,0,2,3,2,2,2,2
748,0,2,3,2,2,0,0
749,0,2,3,2,1,1,2
750,0,2,3,2,1,2,0
751,0,2,3,2,1,0,0
752,0,2,3,2,0,1,2
753,0,2,3,2,0,2,0
754,0,2,3,2,0,0,0
755,0,1,0,0,2,1,2
756,0,1,0,0,2,2,2
757,0,1,0,0,2,0,2
758,0,1,0,0,1,1,2
759,0,1,0,0,1,2,2
760,0,1,0,0,1,0,2
761,0,1,0,0,0,1,2
762,0,1,0,0,0,2,2
763,0,1,0,0,0,0,2
764,0,1,0,1,2,1,2
765,0,1,0,1,2,2,2
766,0,1,0,1,2,0,0
767,0,1,0,1,1,1,2
768,0,1,0,1,1,2,2
769,0,1,0,1,1,0,0
770,0,1,0,1,0,1,2
771,0,1,0,1,0,2,0
772,0,1,0,1,0,0,0
773,0,1,0,2,2,1,2
774,0,1,0,2,2,2,2
775,0,1,0,2,2,0,2
776,0,1,0,2,1,1,2
777,0,1,0,2,1,2,2
778,0,1,0,2,1,0,0
779,0,1,0,2,0,1,2
780,0,1,0,2,0,2,0
781,0,1,0,2,0,0,0
782,0,1,1,0,2,1,2
783,0,1,1,0,2,2,2
784,0,1,1,0,2,0,2
785,0,1,1,0,1,1,2
786,0,1,1,0,1,2,2
787,0,1,1,0,1,0,2
788,0,1,1,0,0,1,2
789,0,1,1,0,0,2,2
790,0,1,1,0,0,0,2
791,0,1,1,1,2,1,2
792,0,1,1,1,2,2,2
793,0,1,1,1,2,0,0
794,0,1,1,1,1,1,2
795,0,1,1,1,1,2,2
796,0,1,1,1,1,0,0
797,0,1,1,1,0,1,2
798,0,1,1,1,0,2,0
799,0,1,1,1,0,0,0
800,0,1,1,2,2,1,2
801,0,1,1,2,2,2,2
802,0,1,1,2,2,0,0
803,0,1,1,2,1,1,2
804,0,1,1,2,1,2,0
805,0,1,1,2,1,0,0
806,0,1,1,2,0,1,2
807,0,1,1,2,0,2,0
808,0,1,1,2,0,0,0
809,0,1,2,0,2,1,2
810,0,1,2,0,2,2,2
811,0,1,2,0,2,0,2
812,0,1,2,0,1,1,2
813,0,1,2,0,1,2,2
814,0,1,2,0,1,0,2
815,0,1,2,0,0,1,2
816,0,1,2,0,0,2,2
817,0,1,2,0,0,0,2
818,0,1,2,1,2,1,2
819,0,1,2,1,2,2,2
820,0,1,2,1,2,0,0
821,0,1,2,1,1,1,2
822,0,1,2,1,1,2,0
823,0,1,2,1,1,0,0
824,0,1,2,1,0,1,2
825,0,1,2,1,0,2,0
826,0,1,2,1,0,0,0
827,0,1,2,2,2,1,2
828,0,1,2,2,2,2,2
829,0,1,2,2,2,0,0
830,0,1,2,2,1,1,2
831,0,1,2,2,1,2,0
832,0,1,2,2,1,0,0
833,0,1,2,2,0,1,2
834,0,1,2,2,0,2,0
835,0,1,2,2,0,0,0
836,0,1,3,0,2,1,2
837,0,1,3,0,2,2,2
838,0,1,3,0,2,0,2
839,0,1,3,0,1,1,2
840,0,1,3,0,1,2,2
841,0,1,3,0,1,0,2
842,0,1,3,0,0,1,2
843,0,1,3,0,0,2,2
844,0,1,3,0,0,0,2
845,0,1,3,1,2,1,2
846,0,1,3,1,2,2,2
847,0,1,3,1,2,0,0
848,0,1,3,1,1,1,2
849,0,1,3,1,1,2,0
850,0,1,3,1,1,0,0
851,0,1,3,1,0,1,2
852,0,1,3,1,0,2,0
853,0,1,3,1,0,0,0
854,0,1,3,2,2,1,2
855,0,1,3,2,2,2,2
856,0,1,3,2,2,0,0
857,0,1,3,2,1,1,2
858,0,1,3,2,1,2,0
859,0,1,3,2,1,0,0
860,0,1,3,2,0,1,2
861,0,1,3,2,0,2,0
862,0,1,3,2,0,0,0
863,2,3,0,0,2,1,2
864,2,3,0,0,2,2,2
865,2,3,0,0,2,0,2
866,2,3,0,0,1,1,2
867,2,3,0,0,1,2,2
868,2,3,0,0,1,0,2
869,2,3,0,0,0,1,2
870,2,3,0,0,0,2,2
